package0,package1,package2,package3,package4,algorithm0,algorithm1,algorithm2,algorithm3,nvertices,nedges,nthreads,Nodes.in.largest.WCC,Edges.in.largest.WCC,Nodes.in.largest.SCC,Edges.in.largest.SCC,Average.clustering.coefficient,Number.of.triangles,Fraction.of.closed.triangles,Diameter..longest.shortest.path.,X90.percentile.effective.diameter,runtime
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,1,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.000165
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,1,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00750051419304
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4039,88234,1,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0004191875
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,1,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00738625
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,1,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0274088395833
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4039,88234,1,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.036679125
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4039,88234,1,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,1,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00052375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,1,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0062517940572
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4039,88234,1,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.000550625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4039,88234,1,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.03125
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,2,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00441566464803
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,2,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.023774871875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,2,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00415351359197
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,4,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0002625
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,4,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00416214387909
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4039,88234,4,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.000424875
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,4,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0040325
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,4,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.03066300625
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4039,88234,4,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.02149825
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4039,88234,4,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0875
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,4,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.002128125
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,4,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00415168113727
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4039,88234,4,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0004951875
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4039,88234,4,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0375
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,8,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.000315625
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,8,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00440581385364
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4039,88234,8,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0004633125
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,8,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00472625
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,8,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0365931875
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4039,88234,8,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.014623625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4039,88234,8,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.1
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,8,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.003196875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,8,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00429237951818
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4039,88234,8,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.000551
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4039,88234,8,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0625
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,16,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00049
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,16,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00421088867576
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4039,88234,16,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00055775
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,16,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.005894375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,16,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.040361153125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4039,88234,16,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0152445625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4039,88234,16,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0875
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,16,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.005983125
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,16,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00410358634545
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4039,88234,16,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0006016875
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4039,88234,16,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0875
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,24,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00068375
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,24,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00416941519697
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4039,88234,24,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.000724125
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,24,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00564375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,24,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0197311375
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4039,88234,24,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.018057125
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4039,88234,24,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.075
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,24,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.008451875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,24,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00411672280909
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4039,88234,24,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0007215625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4039,88234,24,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.08125
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,32,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0014925
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,32,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00456456348485
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4039,88234,32,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0147489375
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,32,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.008896875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,32,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0216424
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4039,88234,32,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.018052625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4039,88234,32,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.05
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,32,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.035901875
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,32,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00435034293939
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4039,88234,32,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.001509
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4039,88234,32,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0625
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,40,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00181
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,40,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00467871260606
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4039,88234,40,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.001558375
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,40,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.009509375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,40,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.021528753125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4039,88234,40,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.037536
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4039,88234,40,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.05
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,40,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.046994375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,40,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00439154790909
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4039,88234,40,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0012148125
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4039,88234,40,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.03125
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,48,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.002131875
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,48,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00450891430303
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4039,88234,48,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0039175
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,48,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.01037375
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,48,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.022216834375
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4039,88234,48,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.025240625
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4039,88234,48,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.05625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,48,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.060785
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,48,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00444305278788
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4039,88234,48,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00383525
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4039,88234,48,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.025
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,56,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00253875
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4039,88234,56,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00461780806061
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4039,88234,56,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.004629875
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,56,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.011295
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4039,88234,56,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.021854625
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4039,88234,56,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0324328125
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4039,88234,56,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.05625
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,56,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.07201625
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4039,88234,56,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.00451192469697
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4039,88234,56,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.002958875
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4039,88234,56,1.000,1.000,1.000,1.000,0.6055,1612010.0,0.2647,8.0,4.7,0.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,1,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.303444375
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,1,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,5.5134275e-07
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3774768,16518948,1,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.943189
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,1,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,7.7411775
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,1,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,9.4551125
0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3774768,16518948,1,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,38.73105
0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3774768,16518948,1,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,15.7
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,1,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,0.00392625
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3774768,16518948,1,0.997,1.000,0.000,0.000,0.0757,7515023.0,0.02343,22.0,9.4,6.25848625e-07
