package,algorithm,nvertices,nedges,nthreads,Nodes.in.largest.WCC,Edges.in.largest.WCC,Nodes.in.largest.SCC,Edges.in.largest.SCC,Average.clustering.coefficient,Number.of.triangles,Fraction.of.closed.triangles,Diameter..longest.shortest.path.,X90.percentile.effective.diameter,runtime
GraphBIG,PageRank,2239,6452,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002440884
GraphMat,PageRank,2239,6452,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021095688
PowerGraph,PageRank,2239,6452,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
Galois,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.4471875
GAP,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.512004375
GraphBIG,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,1.607928125
GraphMat,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,3.49640375
PowerGraph,PageRank,1379917,1921660,1,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,11.69375
Galois,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.44675
GAP,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.81404
GraphBIG,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,2.53264375
GraphMat,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,2.013508125
PowerGraph,PageRank,1379917,1921660,2,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,12.50625
Galois,PageRank,1379917,1921660,4,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.445875
GAP,PageRank,1379917,1921660,4,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.46817625
GraphBIG,PageRank,1379917,1921660,4,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,1.211306875
GraphMat,PageRank,1379917,1921660,4,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,1.252193125
PowerGraph,PageRank,1379917,1921660,4,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,12.4375
Galois,PageRank,1379917,1921660,8,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.446125
GAP,PageRank,1379917,1921660,8,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.24781875
GraphBIG,PageRank,1379917,1921660,8,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,1.336927875
GraphMat,PageRank,1379917,1921660,8,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.700688188
PowerGraph,PageRank,1379917,1921660,8,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,9.25
Galois,PageRank,1379917,1921660,16,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.446125
GAP,PageRank,1379917,1921660,16,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.202564375
GraphBIG,PageRank,1379917,1921660,16,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,1.25952875
GraphMat,PageRank,1379917,1921660,16,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.433670313
PowerGraph,PageRank,1379917,1921660,16,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,6.21875
Galois,PageRank,1379917,1921660,24,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.4473125
GAP,PageRank,1379917,1921660,24,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.191018125
GraphBIG,PageRank,1379917,1921660,24,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,1.211300625
GraphMat,PageRank,1379917,1921660,24,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.351608313
PowerGraph,PageRank,1379917,1921660,24,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,5.29375
Galois,PageRank,1379917,1921660,32,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.4460625
GAP,PageRank,1379917,1921660,32,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.200535625
GraphBIG,PageRank,1379917,1921660,32,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,1.332800625
GraphMat,PageRank,1379917,1921660,32,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.427200688
PowerGraph,PageRank,1379917,1921660,32,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,4.66875
Galois,PageRank,1379917,1921660,40,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.446375
GAP,PageRank,1379917,1921660,40,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.20762875
GraphBIG,PageRank,1379917,1921660,40,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,1.42722125
GraphMat,PageRank,1379917,1921660,40,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.55746925
PowerGraph,PageRank,1379917,1921660,40,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,4.70625
Galois,PageRank,1379917,1921660,48,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.4469375
GAP,PageRank,1379917,1921660,48,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.21482375
GraphBIG,PageRank,1379917,1921660,48,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,1.303954375
GraphMat,PageRank,1379917,1921660,48,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.566991
PowerGraph,PageRank,1379917,1921660,48,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,4.70625
Galois,PageRank,1379917,1921660,56,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.4470625
GAP,PageRank,1379917,1921660,56,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.204694375
GraphBIG,PageRank,1379917,1921660,56,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,1.279501875
GraphMat,PageRank,1379917,1921660,56,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,0.668420938
PowerGraph,PageRank,1379917,1921660,56,0.979,0.978,0.979,0.978,0.047,82869,0.02091,1056,670,4.75
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1706
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.119706
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,152.5924
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,22.62648
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.196875
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1522
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.339782
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,136.2178
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,23.06546
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,64.678125
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1282
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.893818
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,149.2894
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,23.654
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.8125
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.108
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.785458
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,146.8602
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,22.58524
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.540625
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1104
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.894266
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,159.5238
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,23.98822
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,67.053125
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1054
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.044632
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,150.9096
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,22.54816
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,67.14375
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1454
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.3261
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,154.049
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,22.29834
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.68125
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1746
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.794746
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,156.6948
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,22.62072
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.13125
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1272
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.927472
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,147.6028
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,23.42634
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.215625
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1584
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.9057
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,143.847
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,24.87918
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.075
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.0974
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.20589
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,148.9526
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,22.61614
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.184375
Galois,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1446
GAP,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25034
GraphBIG,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,146.5488
GraphMat,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3481
PowerGraph,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.703125
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1186
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.793388
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,151.5124
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,24.25112
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.765625
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1198
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.395698
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,150.6446
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,25.0821
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.746875
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1164
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.91611
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,153.4802
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,25.99676
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.1125
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1228
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.91294
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,150.1866
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,24.14838
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.7125
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1126
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.508732
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,151.5552
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,23.00608
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.6375
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1112
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.904124
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,120.2698
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,24.2897
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.69375
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1236
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.083478
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,149.2324
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,22.75738
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.490625
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.167
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.784266
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,158.6636
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,24.34256
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.4375
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1148
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.691208
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,153.5504
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,27.06146
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.09375
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1332
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.891244
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,153.7352
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,23.03086
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.775
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1014
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.510038
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,150.0636
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,22.92056
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.546875
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1042
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.892952
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,149.8574
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,23.03
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.334375
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1284
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.15406
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,151.207
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,22.9935
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66
Galois,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.159
GAP,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.111918
GraphBIG,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.1054
GraphMat,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.34184
PowerGraph,PageRank,1048576,16777216,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.853125
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1666
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.790464
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,149.5242
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,24.9696
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.984375
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1308
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.000398
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,119.1166
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,23.9853
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.6875
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1586
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.790856
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,155.189
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,23.44774
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,64.41875
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.932602
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,133.95
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,22.91514
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,65.865625
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1774
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.127142
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,118.9822
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,24.17386
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.53125
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1146
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,2.835504
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,150.1276
GraphMat,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,23.82224
PowerGraph,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,66.128125
Galois,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,4.1298
GAP,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,3.10838
GraphBIG,PageRank,1048576,16777216,1,0.999,1,0.999,1,0.0957,423625371,0.01322,7,3.6,148.6648
